beta2,beta3,J_best,J_mean,J_std,EU_best,EU_mean,I_ow_best,I_ow_mean,I_ao_best,I_ao_mean,I_wago_best,I_wago_mean,n_runs
0.5241379310344828,1.6413793103448278,-5.483710063855913,-19.675894609872174,11.58787015771759,-5.483710063855913,-5.415228728683059,36.841361487904635,15.152473172204438,-3.640469328605527e-17,0.4158748855672195,0.0,22.10481689274265,5
0.5241379310344828,1.7655172413793103,-5.404677937829976,-6.876544856746153,0.7359334594580884,-5.404677937829976,-6.876544856746153,36.148214307345036,36.28684374345696,-5.551115123125728e-17,-1.1102230246251455e-17,0.0,0.0,5
0.5241379310344828,1.8896551724137929,-5.400208077442629,-17.845910799964127,10.161873720181696,-5.400208077442629,-5.4226003531257945,36.148214307345036,14.985030379585988,5.551115123125998e-17,0.3802651544660445,0.0,22.104816892742786,5
0.5241379310344828,2.013793103448276,-5.396538756583463,-17.123354993096218,9.574905362280406,-5.396538756583463,-5.4158152768698775,36.148214307345036,14.976192776394427,1.6653345369377407e-16,0.3830571380365755,0.0,22.104816892742857,5
0.5241379310344828,2.1379310344827585,-5.3934897382872045,-16.511935940742173,9.078173309533343,-5.3934897382872045,-5.379140598455577,36.148214307345036,14.875214299980598,0.0,0.41587488556721947,0.0,22.104816892742807,5
0.5241379310344828,2.2620689655172415,-5.390928738248806,-15.916350459324388,8.593970848080636,-5.390928738248806,-5.413571269536011,36.148214307345036,14.976192776394427,1.1102230246251548e-16,0.3830571380365755,0.0,22.104816892742754,5
0.5241379310344828,2.386206896551724,-5.388756921200618,-15.434272310643347,8.20212896913684,-5.388756921200618,-5.377247471620945,36.841361487904635,15.013843736092516,9.860761315262646e-31,0.41587488556721947,0.0,22.104816892742807,5
0.5241379310344828,2.5103448275862066,-5.386899253483404,-15.346962622226386,7.3973515616555785,-5.386899253483404,-5.748026871132415,36.841361487904635,15.152473172204438,-1.1102230246251543e-16,0.41587488556721947,0.0,22.104816892742807,5
0.5241379310344828,2.6344827586206896,-5.453483274313516,-6.886305924042861,0.7164113248646726,-5.453483274313516,-6.886305924042861,36.841361487904635,36.42547317956888,-1.1244348257842278e-16,-2.2488696515684557e-17,0.0,0.0,5
0.5241379310344828,2.758620689655172,-5.451764404114444,-14.208892093764195,7.150164817346539,-5.451764404114444,-5.402450464786473,36.841361487904635,15.152473172204447,1.4870712167457675e-16,0.41587488556721963,0.0,22.10481689274265,5
0.5241379310344828,2.882758620689655,-5.382693554853059,-13.849720171148244,6.885746778482716,-5.382693554853059,-5.388335791512975,36.14821430734504,15.01384373609252,1.665334536937735e-16,0.4158748855672195,0.0,22.10481689274265,5
0.5241379310344828,3.0068965517241377,-5.381626472257297,-6.499357540788037,0.9126235958520437,-5.381626472257297,-6.499357540788037,36.14821430734504,36.14821430734504,5.5511151231257106e-17,2.2204460492502842e-17,0.0,0.0,5
0.5241379310344828,3.1310344827586207,-5.3806837775866345,-6.498980462919772,0.9130854200373166,-5.3806837775866345,-6.498980462919772,36.14821430734504,36.14821430734504,-1.6653345369377358e-16,-6.661338147750943e-17,0.0,0.0,5
0.5241379310344828,3.2551724137931033,-5.379846863221327,-6.4986456971736475,0.9134954226679964,-5.379846863221327,-6.4986456971736475,36.14821430734504,36.564102615680795,-5.551115123125768e-17,-2.220446049250307e-17,0.0,0.0,5
0.5241379310344828,3.379310344827586,-5.379100475206056,-6.0783031966550425,0.5708966314384587,-5.379100475206056,-6.0783031966550425,36.14821430734504,36.14821430734504,-5.551115123125708e-17,-2.2204460492502833e-17,0.0,0.0,5
0.5241379310344828,3.503448275862069,-5.378432013241509,-12.448841580884906,5.772965237739508,-5.378432013241509,-5.413889927445349,36.14821430734504,15.12365981569791,1.6653345369377548e-16,0.3802651544660445,0.0,22.104816892742786,5
0.5241379310344828,3.6275862068965514,-5.377830995391082,-6.497839350041552,0.9144829921825968,-5.377830995391082,-6.497839350041552,36.841361487904635,36.42547317956888,5.551115123125875e-17,2.2204460492503502e-17,0.0,0.0,5
0.5241379310344828,3.7517241379310344,-5.377288644653286,-6.510878498899248,0.8987577930279111,-5.377288644653286,-6.510878498899248,36.841361487904635,36.42547317956888,9.860761315262646e-31,-1.4748713985162637e-17,0.0,0.0,5
0.5241379310344828,3.875862068965517,-5.442960810069206,-6.5238912759128,0.8825760295819082,-5.442960810069206,-6.5238912759128,36.841361487904635,36.841361487904635,-3.748220974025349e-17,-1.4992883896101396e-17,0.0,0.0,5
0.5241379310344828,4.0,-5.376351496473862,-6.510458905551668,0.8992699023730082,-5.376351496473862,-6.510458905551668,36.148214307345036,36.28684374345696,-5.5511151231257704e-17,-2.6095114944259544e-17,0.0,0.0,5
0.6482758620689655,0.4,-6.13654974409983,-6.15864975167419,0.027066870934469404,-5.689488621478646,-5.674825329420615,0.6850493261245948,0.6879662373147049,0.24662919234313652,0.2665157758984455,0.02664898994313435,0.029083864623666467,5
0.6482758620689655,0.5241379310344828,-6.116027058774101,-6.122187141326669,0.00754452951361162,-5.670577952069211,-5.664297615712712,0.6850493261245948,0.6865320000364135,0.2337014468286795,0.23965145744378594,0.04452666722286803,0.0462365157707698,5
0.6482758620689655,0.6482758620689655,-6.096039464184339,-6.0976738335259935,0.002379738417271096,-5.6530317161509975,-5.650968854912816,0.12564459131774153,0.24617476960781692,5.182299668745659e-05,0.0001747841608399267,0.28713940676285826,0.2894132709401164,5
0.6482758620689655,0.7724137931034483,-5.5486806598217715,-7.471896477152342,1.5702991392365324,-5.5486806598217715,-5.513434224509219,36.148214307345036,14.875214299980598,1.2325951644078307e-31,0.24181889952013105,0.0,1.2246186109772454,5
0.6482758620689655,0.896551724137931,-5.504387718401315,-7.96943628613869,2.01270372737835,-5.504387718401315,-5.450155427880743,36.148214307345036,15.013843736092516,1.665334536937737e-16,0.3194668208123505,0.0,1.8168497810417683,5
0.6482758620689655,1.0206896551724138,-5.4742345957964895,-8.818560906487473,2.7306309981858248,-5.4742345957964895,-5.416066794517933,36.841361487904635,15.152432903497814,-1.6653345369377343e-16,0.3883158558937969,0.0,2.8614996198268066,5
0.6482758620689655,1.1448275862068966,-5.452986948131416,-10.858958826897222,4.413957555603716,-5.452986948131416,-5.402942576808674,36.841361487904635,15.152432903497814,-3.2047474274603596e-31,0.4152643245592307,0.0,5.512858787545196,5
0.6482758620689655,1.2689655172413792,-5.4375351628733135,-23.080555106712985,14.393338031940424,-5.4375351628733135,-5.402651138616544,36.841361487904635,15.152432903497814,-5.5511151231257815e-17,0.4158883083359621,0.0,21.618571310769813,5
0.6482758620689655,1.3931034482758622,-5.425980260663207,-21.90645079316524,13.444992352306457,-5.425980260663207,-5.39760189916657,36.14821430734504,15.013803467385895,1.1102230246251681e-16,0.41588830833596485,0.0,22.104816892742946,5
0.6482758620689655,1.5172413793103448,-5.417126787364711,-20.60431540868511,12.389764344852672,-5.417126787364711,-5.393701710232323,36.14821430734504,15.013803467385895,2.2204460492503136e-16,0.4158883083359649,0.0,22.104816892742946,5
0.6482758620689655,1.6413793103448278,-5.434493139341044,-19.504241837027212,11.487901706173083,-5.434493139341044,-5.395491623869674,36.841361487904635,15.152432903497814,-5.699519722295432e-17,0.41588830833596485,0.0,22.104816892742946,5
0.6482758620689655,1.7655172413793103,-5.42773994823155,-18.917980955556544,10.289093865342533,-5.42773994823155,-5.756144675074605,36.841361487904635,15.152432903497814,-9.14630714868928e-17,0.41588830833596485,0.0,22.104816892742946,5
0.6482758620689655,1.8896551724137929,-5.400208077442629,-18.089972698271776,9.62590016176588,-5.400208077442629,-5.750638300916821,36.14821430734504,15.013803467385895,2.220446049250315e-16,0.4158883083359649,0.0,22.104816892742946,5
0.6482758620689655,2.013793103448276,-5.396538756583463,-16.980332637975636,9.45812809832822,-5.396538756583463,-5.390737874780205,36.14821430734504,14.931667003627348,1.1102230246251593e-16,0.3973203309424794,0.0,22.10481689274274,5
0.6482758620689655,2.1379310344827585,-5.393489738287204,-16.359969937703045,8.954093587634642,-5.393489738287204,-5.379090263448139,36.841361487904635,15.013803467385895,-5.551115123125772e-17,0.41588830833596485,0.0,22.104816892742946,5
0.6482758620689655,2.2620689655172415,-5.3909287382488165,-6.5030784471846435,0.9080664348258684,-5.3909287382488165,-6.5030784471846435,36.841361487904635,36.841361487904635,-1.1102230246251441e-16,-4.440892098500576e-17,0.0,0.0,5
0.6482758620689655,2.386206896551724,-5.388756921200618,-15.264092218829807,8.06317750602912,-5.388756921200618,-5.387625140627065,36.841361487904635,15.208925875851184,-5.551115123125826e-17,0.3973203309424794,0.0,22.104816892742605,5
0.6482758620689655,2.5103448275862066,-5.386899253483401,-14.82347415258889,7.70493114078803,-5.386899253483401,-5.376454069526618,36.148214307345036,15.013803467385893,-5.5511151231257303e-17,0.41588830833596485,0.0,22.104816892742946,5
0.6482758620689655,2.6344827586206896,-5.385297946470212,-14.389700683658116,7.352064048210184,-5.385297946470212,-5.383199764617265,36.148214307345036,14.92559149557917,1.665334536937735e-16,0.3992919435427428,0.0,22.104816892742953,5
0.6482758620689655,2.758620689655172,-5.383907911949889,-14.033423044539202,7.054872677744287,-5.383907911949889,-5.378897083593128,36.148214307345036,15.013803467385893,-1.1102230246251602e-16,0.41588830833596485,0.0,22.104816892742946,5
0.6482758620689655,2.882758620689655,-5.400601712726732,-13.69140376482756,6.769411528688903,-5.400601712726732,-5.381935053223949,36.841361487904635,15.152432903497814,-1.9481356906529728e-16,0.41588830833596474,0.0,22.104816892742946,5
0.6482758620689655,3.0068965517241377,-5.381626472257298,-13.352564013553144,6.501038599281876,-5.381626472257298,-5.388303678537886,36.148214307345036,15.070296439739263,5.5511151231257476e-17,0.3973203309424795,0.0,22.104816892742605,5
0.6482758620689655,3.1310344827586207,-5.3806837775866345,-6.498980462919765,0.91308542003731,-5.3806837775866345,-6.498980462919765,36.148214307345036,36.14821430734504,-5.551115123125823e-17,-2.2204460492503292e-17,0.0,0.0,5
0.6482758620689655,3.2551724137931033,-5.379846863221327,-12.787623543007498,6.048424331321545,-5.379846863221327,-5.384061117435351,36.148214307345036,15.070296439739263,-5.551115123125772e-17,0.3973203309424794,0.0,22.104816892742605,5
0.6482758620689655,3.379310344827586,-5.379100475206058,-6.49834714196754,0.9138610766255041,-5.379100475206058,-6.49834714196754,36.841361487904635,36.841361487904635,-2.2204460492503126e-16,-8.88178419700125e-17,0.0,0.0,5
0.6482758620689655,3.503448275862069,-5.378432013241526,-6.498079757181728,0.9141885547706164,-5.378432013241526,-6.498079757181728,36.841361487904635,36.841361487904635,-5.551115123125853e-17,-2.2204460492503412e-17,0.0,0.0,5
0.6482758620689655,3.6275862068965514,-5.377830995391082,-6.497839350041554,0.914482992182594,-5.377830995391082,-6.497839350041554,36.841361487904635,36.28684374345696,5.551115123125875e-17,1.1102230246251592e-17,0.0,0.0,5
0.6482758620689655,3.7517241379310344,-5.377288644653303,-6.497622409746437,0.9147486886964299,-5.377288644653303,-6.497622409746437,36.14821430734504,36.564102615680795,-2.2204460492503254e-16,-8.881784197001302e-17,0.0,0.0,5
0.6482758620689655,3.875862068965517,-5.376797566694646,-6.497425978562977,0.9149892667809603,-5.376797566694646,-6.497425978562977,36.14821430734504,36.14821430734504,1.6653345369377533e-16,6.661338147751013e-17,0.0,0.0,5
0.6482758620689655,4.0,-5.376351496473862,-6.500526466046478,0.9112067094503459,-5.376351496473862,-6.500526466046478,36.14821430734504,36.28684374345696,-5.5511151231257704e-17,9.560510604778147e-18,0.0,0.0,5
0.7724137931034483,0.4,-6.039239309198461,-6.0745033936068875,0.029212844173155096,-5.591138887903675,-5.599240080625951,1.06556809590666,0.7627547535426722,0.32895536406731934,0.3284402657494504,0.008888283554481066,0.02002018757212366,5
0.7724137931034483,0.5241379310344828,-6.051220601812728,-6.063094008751511,0.01454189425421995,-5.600461678188796,-5.588756513009052,0.6850493261245921,0.6875632053473938,0.29371919680606723,0.30805850285814684,0.036950394648032805,0.03957857526250184,5
0.7724137931034483,0.6482758620689655,-6.034701348716055,-6.038305151138944,0.004413738534951225,-5.58937287328337,-5.583739320789521,0.6850493261245948,0.6862716757736005,0.2786691212284818,0.2836293634269543,0.0548126888553634,0.0566379826606736,5
0.7724137931034483,0.7724137931034483,-6.016508625156296,-6.019951928474762,0.004222847630820688,-5.5790737882041395,-5.576345827635016,0.18693441433139035,0.22872191230796796,0.00020402637039123407,0.00040354450099566714,0.3376766752754117,0.3422439264924625,5
0.7724137931034483,0.896551724137931,-5.504387718401326,-7.258983677487163,1.4326216015031894,-5.504387718401326,-5.479061135042859,36.841361487904635,15.152473172204438,-5.551115123125732e-17,0.2524847175003,0.0,1.3027300057332765,5
0.7724137931034483,1.0206896551724138,-5.4742345957964895,-7.583335025140704,1.7220732893927502,-5.4742345957964895,-5.436836308354918,36.841361487904635,15.152473172204438,-1.6653345369377343e-16,0.31470454903139133,0.0,1.775049452415488,5
0.7724137931034483,1.1448275862068966,-5.452986948131416,-8.060852776543879,2.129313532417025,-5.452986948131416,-5.4105237513644395,36.841361487904635,15.013803467385893,-1.1102230246251563e-16,0.37130312966805307,0.0,2.4838454990779635,5
0.7724137931034483,1.2689655172413792,-5.437535162873306,-8.908342087865318,2.8339019873162514,-5.437535162873306,-5.3975543443833445,36.148214307345036,14.875174031273975,-5.551115123125804e-17,0.4080514506744571,0.0,3.7846983444385436,5
0.7724137931034483,1.3931034482758622,-5.425980260663207,-11.075722368723603,4.612995114354717,-5.425980260663207,-5.392139594376243,36.148214307345036,14.875214299980607,1.1102230246251681e-16,0.4158245296535112,0.0,7.167849520522372,5
0.7724137931034483,1.5172413793103448,-5.417126787364711,-20.39706840974502,12.225327555696719,-5.417126787364711,-5.391409573760088,36.148214307345036,15.013843736092525,2.2204460492503136e-16,0.41587488556721885,0.0,21.950309413120344,5
0.7724137931034483,1.6413793103448278,-5.422729246351256,-19.396433270260925,11.409481558418253,-5.422729246351256,-5.390786066673759,36.841361487904635,15.152432903497814,-2.0371515858713448e-17,0.41588830833596485,0.0,22.104816892742946,5
0.7724137931034483,1.7655172413793103,-5.415947683758581,-18.446806712548256,10.639651843557958,-5.415947683758581,-5.388073441636689,36.841361487904635,15.152432903497814,2.2666239522792825e-17,0.41588830833596485,0.0,22.104816892742946,5
0.7724137931034483,1.8896551724137929,-5.410439870314981,-17.622101704043835,9.970780134685212,-5.410439870314981,-5.385870316259251,36.14821430734504,15.013803467385895,-8.719526993355229e-17,0.41588830833596474,0.0,22.104816892742946,5
0.7724137931034483,2.013793103448276,-5.396538756583467,-16.897317857548693,9.38652170867979,-5.396538756583467,-5.382184011135712,36.841361487904635,15.013803467385895,1.1102230246251597e-16,0.41588830833596485,0.0,22.104816892742946,5
0.7724137931034483,2.1379310344827585,-5.393489738287204,-16.256866928132673,8.869910332837074,-5.393489738287204,-5.379090263448139,36.841361487904635,15.152432903497814,5.5511151231257716e-17,0.41588830833596485,0.0,22.104816892742946,5
0.7724137931034483,2.2620689655172415,-5.3909287382488165,-15.688439183407848,8.407882070539895,-5.3909287382488165,-5.3780658634327825,36.841361487904635,15.152432903497814,-5.551115123125774e-17,0.41588830833596485,0.0,22.104816892742946,5
0.7724137931034483,2.386206896551724,-5.388756921200619,-15.164659565701545,7.981991084717318,-5.388756921200619,-5.379475023043266,36.841361487904635,15.053166146127998,-5.551115123125747e-17,0.4028950579818858,0.0,22.104816892742758,5
0.7724137931034483,2.5103448275862066,-5.386899253483401,-6.501466653278472,0.9100404711461808,-5.386899253483401,-6.501466653278472,36.14821430734504,36.14821430734504,6.162975822039154e-32,2.4651903288156613e-32,0.0,0.0,5
0.7724137931034483,2.6344827586206896,-5.385297946470212,-14.304812231670729,7.282752917402232,-5.385297946470212,-5.375813546721341,36.14821430734504,14.875174031273977,1.665334536937735e-16,0.4158883083359649,0.0,22.104816892742946,5
0.7724137931034483,2.758620689655172,-5.383907911949889,-13.92795467810787,6.973584325634463,-5.383907911949889,-5.376531726732168,36.14821430734504,15.013803467385895,-1.1102230246251602e-16,0.41588830833596485,0.0,22.104816892742946,5
0.7724137931034483,2.882758620689655,-5.388774792842051,-13.569027468091017,6.679148340465664,-5.388774792842051,-5.378408263993533,36.841361487904635,15.18925643951339,1.1637768912872545e-18,0.40372549613734365,0.0,22.104816892742825,5
0.7724137931034483,3.0068965517241377,-5.387453064655926,-13.26647501222845,6.433194481247477,-5.387453064655926,-5.376675593995627,36.841361487904635,15.152432903497814,-4.533995257979179e-17,0.41588830833596485,0.0,22.104816892742946,5
0.7724137931034483,3.1310344827586207,-5.380683777586629,-6.500100783451904,0.911715034033065,-5.380683777586629,-6.500100783451904,36.841361487904635,36.42547317956888,-5.5511151231257667e-17,-3.3772209189284185e-17,0.0,0.0,5
0.7724137931034483,3.2551724137931033,-5.379846863221341,-12.702734622211496,5.979112817732959,-5.379846863221341,-5.373633113421793,36.841361487904635,15.152432903497814,-2.2204460492503116e-16,0.41588830833596474,0.0,22.104816892742946,5
0.7724137931034483,3.379310344827586,-5.379100475206057,-6.0783031966550425,0.5708966314384583,-5.379100475206057,-6.0783031966550425,36.841361487904635,36.42547317956888,-1.110223024625156e-16,-4.440892098500624e-17,0.0,0.0,5
0.7724137931034483,3.503448275862069,-5.378432013241526,-12.20639724860338,5.57501026936633,-5.378432013241526,-5.37427115215332,36.841361487904635,15.18925643951339,3.4512664603419258e-31,0.40372549613734365,0.0,22.104816892742974,5
0.7724137931034483,3.6275862068965514,-5.377830995391082,-6.497839350041552,0.9144829921825922,-5.377830995391082,-6.497839350041552,36.841361487904635,36.702732051792715,5.551115123125799e-17,5.300159206953673e-32,0.0,0.0,5
0.7724137931034483,3.7517241379310344,-5.377288644653303,-11.788401835844656,5.234652000548381,-5.377288644653303,-5.374887712424341,36.148214307345036,14.914536710016076,5.551115123125816e-17,0.4028950579818858,0.0,22.10481689274272,5
0.7724137931034483,3.875862068965517,-5.376797566694646,-6.497425978562974,0.9149892667809576,-5.376797566694646,-6.497425978562974,36.148214307345036,36.564102615680795,-5.5511151231257574e-17,-2.220446049250303e-17,0.0,0.0,5
0.7724137931034483,4.0,-5.376351496473862,-6.498161048461791,0.9140901348257487,-5.376351496473862,-6.498161048461791,36.148214307345036,36.28684374345696,-1.1102230246251562e-16,-4.0107685302040214e-17,0.0,0.0,5
0.896551724137931,0.4,-5.975943172240038,-5.995256463742146,0.01576918690939469,-5.536048903172353,-5.545090274702984,1.05622484495563,0.8335195336570088,0.37865357342721917,0.37368359165395537,0.007019959482622429,0.013346103954669203,5
0.896551724137931,0.5241379310344828,-5.970470104379531,-5.990675197547561,0.01041506874968978,-5.534470257768589,-5.5349110975646365,1.058643681282267,0.8358981571364673,0.3700763927215401,0.3683238225166373,0.01217170486603374,0.0235554792412701,5
0.896551724137931,0.6482758620689655,-5.97833639718253,-5.9795839699097435,0.0010186183437540458,-5.509621887951403,-5.527476660384801,1.0693468007662952,0.8387683159812749,0.3896873216860566,0.3552749265727182,0.022082393009199956,0.03619915507738082,5
0.896551724137931,0.7724137931034483,-5.964852288362044,-5.9662310086718815,0.001125713721878175,-5.516215226524182,-5.526279343938138,1.0667912234643437,0.8377460850604944,0.368521316615398,0.33723725393653003,0.029038166500010402,0.049281869209232575,5
0.896551724137931,0.896551724137931,-5.955309565574824,-5.963081917007221,0.009599493652237197,-5.526762498558935,-5.52356632456028,0.2525566239437352,0.31904231077849804,4.309489485678277e-05,0.0025453096019093582,0.3841715169124918,0.39150315259190016,5
